 0.1000000000000000E-01	 0.3374041859397353E+00	0.3334155962974877E+00 	-0.1524897459787454E+02
 0.2000000000000000E-01	 0.3376501899591574E+00	0.3336625815659394E+00 	-0.7511324309790232E+01
 0.3000000000000000E-01	 0.3380608479102691E+00	0.3340748876134937E+00 	-0.4933066654570449E+01
 0.4000000000000000E-01	 0.3386371722925947E+00	0.3346535430542907E+00 	-0.3642321545351925E+01
 0.5000000000000000E-01	 0.3393806625358040E+00	0.3354000533760022E+00 	-0.2865936165365276E+01
 0.6000000000000000E-01	 0.3402934237650125E+00	0.3363164663677073E+00 	-0.2346486951111278E+01
 0.7000000000000001E-01	 0.3413783845359530E+00	0.3374054562414471E+00 	-0.1973750375881149E+01
 0.8000000000000000E-01	 0.3426395742728213E+00	0.3386704264474573E+00 	-0.1692656689463445E+01
 0.9000000000000000E-01	 0.3440822452778829E+00	0.3401156311830809E+00 	-0.1472631417066248E+01
 0.1000000000000000E+00	 0.3457126027848625E+00	0.3417463155953588E+00 	-0.1295340085543019E+01
 0.1100000000000000E+00	 0.3475371186506809E+00	0.3435688746772987E+00 	-0.1149120905012297E+01
 0.1200000000000000E+00	 0.3495616270160476E+00	0.3455910308578240E+00 	-0.1026202570162151E+01
 0.1300000000000000E+00	 0.3517904656841804E+00	0.3478220302854003E+00 	-0.9212068646329526E+00
 0.1400000000000000E+00	 0.3542258556234019E+00	0.3502728578053420E+00 	-0.8302933765405220E+00
 0.1500000000000000E+00	 0.3568675950228790E+00	0.3529564706307957E+00 	-0.7506465309787680E+00
 0.1600000000000000E+00	 0.3597130493437918E+00	0.3558880507074047E+00 	-0.6801551018949821E+00
 0.1700000000000000E+00	 0.3627573664318684E+00	0.3590852757716501E+00 	-0.6172049068008862E+00
 0.1800000000000000E+00	 0.3659938308335369E+00	0.3625686091028721E+00 	-0.5605406458538786E+00
 0.1900000000000000E+00	 0.3694142799804506E+00	0.3663616079689698E+00 	-0.5091713975752321E+00
 0.2000000000000000E+00	 0.3730095238363712E+00	0.3704912507657791E+00 	-0.4623044831951083E+00
 0.2100000000000000E+00	 0.3767697301440141E+00	0.3749882828501301E+00 	-0.4192982383139293E+00
 0.2200000000000000E+00	 0.3806847549740167E+00	0.3798875810665832E+00 	-0.3796276726623427E+00
 0.2300000000000000E+00	 0.3847444112495700E+00	0.3852285369678430E+00 	-0.3428590933772128E+00
 0.2400000000000000E+00	 0.3889386763950185E+00	0.3910554587288527E+00 	-0.3086310760310434E+00
 0.2500000000000000E+00	 0.3932578450778427E+00	0.3974179917545657E+00 	-0.2766400050983083E+00
 0.2600000000000000E+00	 0.3976926352127572E+00	0.4043715579813966E+00 	-0.2466289529795624E+00
 0.2700000000000000E+00	 0.4022342558919046E+00	0.4119778138723511E+00 	-0.2183790315841540E+00
 0.2800000000000000E+00	 0.4068744454094587E+00	0.4203051271058344E+00 	-0.1917025980188946E+00
 0.2900000000000000E+00	 0.4116054865594572E+00	0.4294290719581382E+00 	-0.1664378666185822E+00
 0.3000000000000000E+00	 0.4164202052223761E+00	0.4394329433796073E+00 	-0.1424445990141068E+00
 0.3100000000000000E+00	 0.4213119571037398E+00	0.4504082897644838E+00 	-0.1196006286968466E+00
 0.3200000000000000E+00	 0.4262746064472802E+00	0.4624554644144308E+00 	-0.9779903745120561E-01
 0.3300000000000000E+00	 0.4313024996536302E+00	0.4756841956957349E+00 	-0.7694584532051701E-01
 0.3400000000000000E+00	 0.4363904360009985E+00	0.4902141758901870E+00 	-0.5695810833521125E-01
 0.3500000000000000E+00	 0.4415336370772752E+00	0.5061756687396421E+00 	-0.3776234241880172E-01
